mouse,session,session_date,total_trials,participated_trials,participation_rate,hits,misses,no_responses,hit_rate,miss_rate,false_alarm_rate,correct_rejection_rate,reward_rate,punishment_rate,n_false_alarms_total,mean_latency,median_latency,mean_activity_level,performance_score,crossed_criterion
m92,10,2025-12-07,60,15,25.0,11,4,45,18.333333333333332,6.666666666666667,48.333333333333336,51.666666666666664,18.333333333333332,48.333333333333336,49,4.634439055124918,4.754756927490234,9.05,73.33333333333333,True
m92,11,2025-12-09,60,4,6.666666666666667,3,1,56,5.0,1.6666666666666667,30.0,70.0,5.0,30.0,23,3.0425904989242554,2.2099074125289917,2.35,75.0,False
m92,12,2025-12-17,60,14,23.333333333333332,12,2,46,20.0,3.3333333333333335,48.333333333333336,51.666666666666664,20.0,48.333333333333336,57,3.955486910683768,3.4741339683532715,14.35,85.71428571428571,True
m93,1,2025-11-10,59,26,44.067796610169495,20,6,33,33.898305084745765,10.169491525423728,74.57627118644068,25.423728813559322,33.898305084745765,74.57627118644068,114,4.126317574427678,4.384592413902283,17.10169491525424,76.92307692307692,True
m93,2,2025-11-11,60,14,23.333333333333332,13,1,46,21.666666666666668,1.6666666666666667,58.333333333333336,41.666666666666664,21.666666666666668,58.333333333333336,65,3.1819596801485335,2.786979556083679,11.7,92.85714285714286,True
m93,3,2025-11-12,60,8,13.333333333333334,8,0,52,13.333333333333334,0.0,53.333333333333336,46.666666666666664,13.333333333333334,53.333333333333336,47,4.0177061855793,4.1978983879089355,7.166666666666667,100.0,True
m93,4,2025-11-13,60,5,8.333333333333334,5,0,55,8.333333333333334,0.0,41.666666666666664,58.333333333333336,8.333333333333334,41.666666666666664,30,4.493728971481323,4.761475086212158,5.35,100.0,False
m93,5,2025-11-17,60,18,30.0,17,1,42,28.333333333333332,1.6666666666666667,75.0,25.0,28.333333333333332,75.0,121,3.2420928478240967,2.9522024393081665,20.033333333333335,94.44444444444444,True
m93,6,2025-11-18,60,13,21.666666666666668,13,0,47,21.666666666666668,0.0,66.66666666666667,33.333333333333336,21.666666666666668,66.66666666666667,64,4.876370485012348,4.958543062210083,11.133333333333333,100.0,True
m93,7,2025-11-19,65,15,23.076923076923077,15,0,50,23.076923076923077,0.0,43.07692307692308,56.92307692307692,23.076923076923077,43.07692307692308,38,3.5370980580647786,3.526754140853882,7.292307692307692,100.0,True
m93,8,2025-11-24,60,12,20.0,11,1,48,18.333333333333332,1.6666666666666667,70.0,30.0,18.333333333333332,70.0,72,4.328101436297099,4.5506556034088135,12.066666666666666,91.66666666666667,True
m93,9,2025-12-01,63,12,19.047619047619047,11,1,51,17.46031746031746,1.5873015873015872,65.07936507936508,34.92063492063492,17.46031746031746,65.07936507936508,78,4.119997680187225,4.015897035598755,11.285714285714286,91.66666666666667,True
m93,10,2025-12-03,60,9,15.0,9,0,51,15.0,0.0,68.33333333333333,31.666666666666668,15.0,68.33333333333333,69,2.16306209564209,1.4013311862945557,10.1,100.0,True
